Date,Open,High,Low,Close,Volume
31/01/2017 16:00:00,30.29,30.35,30.16,30.34,49200993
01/02/2017 16:00:00,31.76,32.62,31.75,32.19,111985040
02/02/2017 16:00:00,31.99,32.35,31.95,32.13,33710411
03/02/2017 16:00:00,32.08,32.3,32.04,32.27,24507301
06/02/2017 16:00:00,32.28,32.63,32.23,32.57,26845924
07/02/2017 16:00:00,32.64,33.02,32.61,32.88,38183841
08/02/2017 16:00:00,32.84,33.06,32.81,33.01,23004072
09/02/2017 16:00:00,32.91,33.11,32.78,33.1,28349859
10/02/2017 16:00:00,33.12,33.24,33.01,33.03,20065458
13/02/2017 16:00:00,33.27,33.46,33.19,33.32,23035421
14/02/2017 16:00:00,33.37,33.77,33.31,33.76,33226223
15/02/2017 16:00:00,33.88,34.07,33.66,33.88,35623100
16/02/2017 16:00:00,33.92,33.98,33.71,33.84,22584555
17/02/2017 16:00:00,33.78,33.96,33.78,33.93,22198197
21/02/2017 16:00:00,34.06,34.19,33.99,34.17,24507156
22/02/2017 16:00:00,34.11,34.28,34.03,34.28,20836932
23/02/2017 16:00:00,34.35,34.37,34.08,34.13,20788186
24/02/2017 16:00:00,33.98,34.17,33.82,34.17,21776585
27/02/2017 16:00:00,34.28,34.36,34.07,34.23,20257426
28/02/2017 16:00:00,34.27,34.36,34.17,34.25,23482860
01/03/2017 16:00:00,34.47,35.04,34.4,34.95,36414585
02/03/2017 16:00:00,35,35.07,34.69,34.74,26210984
03/03/2017 16:00:00,34.7,34.96,34.65,34.95,21571121
06/03/2017 16:00:00,34.84,34.94,34.65,34.84,21750044
07/03/2017 16:00:00,34.77,34.99,34.7,34.88,17446297
08/03/2017 16:00:00,34.74,34.95,34.71,34.75,18707236
09/03/2017 16:00:00,34.69,34.7,34.26,34.67,22155904
10/03/2017 16:00:00,34.81,34.84,34.66,34.78,19612801
13/03/2017 16:00:00,34.79,34.86,34.71,34.8,17421717
14/03/2017 16:00:00,34.83,34.91,34.71,34.75,15309065
15/03/2017 16:00:00,34.85,35.19,34.76,35.12,25691774
16/03/2017 16:00:00,35.18,35.26,35.07,35.17,19231998
17/03/2017 16:00:00,35.25,35.25,34.97,35,43884952
20/03/2017 16:00:00,35.1,35.38,35.06,35.37,21542038
21/03/2017 16:00:00,35.53,35.7,34.93,34.96,39529912
22/03/2017 16:00:00,34.96,35.4,34.94,35.35,25860165
23/03/2017 16:00:00,35.32,35.4,35.15,35.23,20346301
24/03/2017 16:00:00,35.38,35.44,35.09,35.16,22395563
27/03/2017 16:00:00,34.85,35.31,34.66,35.22,23575094
28/03/2017 16:00:00,35.23,36.01,35.16,35.95,33374805
29/03/2017 16:00:00,35.92,36.12,35.8,36.03,29189955
30/03/2017 16:00:00,36.05,36.13,35.88,35.98,21207252
31/03/2017 16:00:00,35.93,36.07,35.75,35.92,19661651
03/04/2017 16:00:00,35.93,36.03,35.76,35.92,19985714
04/04/2017 16:00:00,35.81,36.22,35.79,36.19,19891354
05/04/2017 16:00:00,36.06,36.37,35.95,36.01,27717854
06/04/2017 16:00:00,36.07,36.13,35.86,35.92,21149034
07/04/2017 16:00:00,35.93,36.05,35.82,35.84,16672198
10/04/2017 16:00:00,35.9,35.97,35.73,35.79,18933397
11/04/2017 16:00:00,35.74,35.84,35.02,35.41,30379376
12/04/2017 16:00:00,35.4,35.54,35.25,35.45,20350000
13/04/2017 16:00:00,35.48,35.6,35.26,35.26,17822880
17/04/2017 16:00:00,35.37,35.47,35.22,35.46,16582094
18/04/2017 16:00:00,35.35,35.51,35.28,35.3,14697544
19/04/2017 16:00:00,35.47,35.5,35.11,35.17,17328375
20/04/2017 16:00:00,35.31,35.73,35.29,35.61,23319562
21/04/2017 16:00:00,35.61,35.67,35.46,35.57,17320928
24/04/2017 16:00:00,35.88,35.99,35.8,35.91,17134333
25/04/2017 16:00:00,35.98,36.23,35.97,36.13,18871501
26/04/2017 16:00:00,36.12,36.15,35.84,35.92,20041241
27/04/2017 16:00:00,35.98,36.04,35.83,35.95,14246347
28/04/2017 16:00:00,36.02,36.08,35.82,35.91,20860358
01/05/2017 16:00:00,36.28,36.8,36.24,36.65,33602943
02/05/2017 16:00:00,36.89,37.02,36.71,36.88,45352194
03/05/2017 16:00:00,36.4,36.87,36.07,36.77,45697034
04/05/2017 16:00:00,36.63,36.78,36.45,36.63,23371872
05/05/2017 16:00:00,36.69,37.24,36.69,37.24,27327725
08/05/2017 16:00:00,37.26,38.42,37.26,38.25,48752413
09/05/2017 16:00:00,38.47,38.72,38.36,38.5,39130363
10/05/2017 16:00:00,38.41,38.49,38.03,38.32,25805692
11/05/2017 16:00:00,38.11,38.52,38.08,38.49,27255058
12/05/2017 16:00:00,38.67,39.1,38.67,39.03,32527017
15/05/2017 16:00:00,39,39.16,38.76,38.92,26009719
16/05/2017 16:00:00,38.99,39.02,38.68,38.87,20048478
17/05/2017 16:00:00,38.4,38.64,37.43,37.56,50767678
18/05/2017 16:00:00,37.82,38.34,37.78,38.14,33568215
19/05/2017 16:00:00,38.35,38.49,38.16,38.27,26960788
22/05/2017 16:00:00,38.5,38.65,38.23,38.5,22966437
23/05/2017 16:00:00,38.73,38.73,38.33,38.45,19918871
24/05/2017 16:00:00,38.46,38.54,38.17,38.34,19219154
25/05/2017 16:00:00,38.43,38.59,38.26,38.47,19235598
26/05/2017 16:00:00,38.5,38.56,38.33,38.4,21927637
30/05/2017 16:00:00,38.35,38.61,38.33,38.42,20126851
31/05/2017 16:00:00,38.49,38.54,38.1,38.19,24451164
01/06/2017 16:00:00,38.29,38.33,38.06,38.3,16404088
02/06/2017 16:00:00,38.4,38.86,38.22,38.86,27770715
05/06/2017 16:00:00,38.59,38.61,38.37,38.48,25331662
06/06/2017 16:00:00,38.48,38.95,38.45,38.61,26624926
07/06/2017 16:00:00,38.76,38.99,38.62,38.84,21069647
08/06/2017 16:00:00,38.81,38.89,38.6,38.75,21250798
09/06/2017 16:00:00,38.8,38.8,36.51,37.24,64882657
12/06/2017 16:00:00,36.44,36.52,35.63,36.35,72307330
13/06/2017 16:00:00,36.79,36.86,36.29,36.65,34165445
14/06/2017 16:00:00,36.88,36.88,35.96,36.29,31531232
15/06/2017 16:00:00,35.83,36.12,35.55,36.07,32165373
16/06/2017 16:00:00,35.95,36.13,35.55,35.57,50361093
19/06/2017 16:00:00,35.92,36.69,35.92,36.59,32541404
20/06/2017 16:00:00,36.72,36.72,36.24,36.25,24900073
21/06/2017 16:00:00,36.38,36.52,36.15,36.47,21265751
22/06/2017 16:00:00,36.44,36.67,36.28,36.41,19106294
23/06/2017 16:00:00,36.28,36.79,36.28,36.57,35439389
26/06/2017 16:00:00,36.79,37.07,36.35,36.46,25692361
27/06/2017 16:00:00,36.25,36.54,35.91,35.93,24761891
28/06/2017 16:00:00,36.12,36.53,35.79,36.46,22082432
29/06/2017 16:00:00,36.18,36.28,35.57,35.92,31499368
30/06/2017 16:00:00,36.11,36.24,35.95,36.01,23024107
03/07/2017 16:00:00,36.22,36.33,35.78,35.88,14277848
05/07/2017 16:00:00,35.92,36.2,35.68,36.02,21569557
06/07/2017 16:00:00,35.76,35.88,35.6,35.68,24128782
07/07/2017 16:00:00,35.73,36.19,35.73,36.05,19201712
10/07/2017 16:00:00,36.03,36.49,35.84,36.27,21090636
11/07/2017 16:00:00,36.18,36.46,36.1,36.38,19781836
12/07/2017 16:00:00,36.47,36.55,36.21,36.44,24884478
13/07/2017 16:00:00,36.38,37.12,36.36,36.94,25199373
14/07/2017 16:00:00,36.99,37.33,36.83,37.26,20132061
